CUSTOMER ID,RECEIVER REGION,TIME SLOT,DAY,DISTANCE,NO OF TRIES,DELIVERY OUTCOME
CUST_41,Bangalore North,3-5,Friday,16.83,1,1
CUST_42,Bangalore North,12-3,Wednesday,21.2,1,0
CUST_43,Bangalore East,3-5,Wednesday,24.89,1,1
CUST_44,Bangalore North,10-12,Tuesday,28.48,2,0
CUST_45,Bangalore North,10-12,Monday,12.16,1,1
CUST_46,Bangalore South,10-12,Tuesday,19.8,1,1
CUST_47,Bangalore Central,10-12,Monday,24.77,1,1
CUST_48,Bangalore East,12-3,Tuesday,24.03,1,0
CUST_49,Bangalore North,10-12,Wednesday,25.43,1,1
CUST_50,Bangalore North,10-12,Tuesday,10.33,3,0
CUST_51,Bangalore East,3-5,Tuesday,22.67,5,1
CUST_52,Bangalore North,12-3,Thursday,5.01,2,1
CUST_53,Bangalore East,3-5,Wednesday,17.45,1,1
CUST_54,Bangalore North,3-5,Monday,27.58,1,0
CUST_55,Bangalore Central,10-12,Friday,13.17,1,1
CUST_56,Bangalore North,10-12,Friday,14.91,1,0
CUST_57,Bangalore Central,10-12,Friday,29.75,2,1
CUST_58,Bangalore South,10-12,Tuesday,19.18,1,0
CUST_59,Bangalore North,10-12,Thursday,14.48,3,0
CUST_60,Bangalore East,10-12,Monday,22.07,1,1
CUST_61,Bangalore East,10-12,Thursday,4.24,1,1
CUST_62,Bangalore North,3-5,Wednesday,29.48,2,0
CUST_63,Bangalore Central,12-3,Tuesday,9.12,1,0
CUST_64,Bangalore South,3-5,Thursday,2.51,2,1
CUST_65,Bangalore East,3-5,Tuesday,2.65,2,1
CUST_66,Bangalore South,10-12,Wednesday,9.12,2,1
CUST_67,Bangalore East,12-3,Wednesday,19.11,2,1
CUST_68,Bangalore East,12-3,Thursday,12.25,2,0
CUST_69,Bangalore Central,12-3,Thursday,12.97,5,1
CUST_70,Bangalore North,10-12,Friday,11.97,2,1
CUST_71,Bangalore South,12-3,Monday,11.77,2,0
CUST_72,Bangalore North,3-5,Monday,6.76,1,1
CUST_73,Bangalore Central,10-12,Monday,20.52,1,1
CUST_74,Bangalore Central,10-12,Monday,8.1,2,0
CUST_75,Bangalore North,12-3,Monday,5.82,1,1
CUST_76,Bangalore Central,3-5,Thursday,17.47,2,1
CUST_77,Bangalore North,3-5,Friday,19.38,1,0
CUST_78,Bangalore North,10-12,Friday,22.55,1,1
CUST_79,Bangalore Central,12-3,Wednesday,7.18,2,0
CUST_80,Bangalore Central,12-3,Tuesday,17.83,3,1
CUST_81,Bangalore East,12-3,Tuesday,21.08,2,0
CUST_82,Bangalore South,12-3,Wednesday,28.13,3,0
CUST_83,Bangalore North,10-12,Tuesday,28.5,1,0
CUST_84,Bangalore South,12-3,Monday,9.66,3,0
CUST_85,Bangalore East,10-12,Friday,13.75,3,1
CUST_86,Bangalore South,12-3,Thursday,22.95,1,0
CUST_87,Bangalore East,3-5,Tuesday,15.73,3,0
CUST_88,Bangalore North,3-5,Wednesday,16.28,2,1
CUST_89,Bangalore Central,10-12,Wednesday,16.04,1,0
CUST_90,Bangalore North,12-3,Friday,18.24,2,1
CUST_91,Bangalore Central,12-3,Wednesday,12.42,1,0
CUST_92,Bangalore Central,10-12,Friday,28.86,2,1
CUST_93,Bangalore North,10-12,Monday,7.99,2,0
CUST_94,Bangalore Central,10-12,Friday,22.77,1,0
CUST_95,Bangalore South,3-5,Friday,2.2,1,0
CUST_96,Bangalore South,12-3,Friday,10.78,1,1
CUST_97,Bangalore Central,3-5,Thursday,15.21,1,0
CUST_98,Bangalore South,10-12,Friday,6.01,2,1
CUST_99,Bangalore South,10-12,Monday,12.02,1,0
CUST_100,Bangalore South,3-5,Friday,19.2,3,0
CUST_101,Bangalore East,3-5,Friday,24.09,2,0
CUST_102,Bangalore North,3-5,Monday,16.49,2,1
CUST_103,Bangalore South,3-5,Friday,14.07,2,0
CUST_104,Bangalore East,10-12,Wednesday,25.62,3,0
CUST_105,Bangalore North,3-5,Friday,15.63,2,1
CUST_106,Bangalore Central,10-12,Tuesday,6.98,1,0
CUST_107,Bangalore Central,10-12,Tuesday,29.03,1,1
CUST_108,Bangalore North,10-12,Wednesday,14.38,2,0
CUST_109,Bangalore North,3-5,Monday,24.18,1,0
CUST_110,Bangalore Central,10-12,Thursday,29.4,1,1
CUST_111,Bangalore East,10-12,Wednesday,4.81,2,1
CUST_112,Bangalore East,12-3,Thursday,26.35,1,0
CUST_113,Bangalore North,12-3,Thursday,17.93,4,1
CUST_114,Bangalore North,12-3,Friday,17.83,1,1
CUST_115,Bangalore East,10-12,Tuesday,14.31,1,1
CUST_116,Bangalore Central,3-5,Friday,27.21,1,0
CUST_117,Bangalore South,12-3,Thursday,15.06,1,0
CUST_118,Bangalore Central,12-3,Monday,6.93,3,1
CUST_119,Bangalore Central,3-5,Thursday,19.83,1,0
CUST_120,Bangalore North,12-3,Monday,28.24,2,1
CUST_121,Bangalore South,12-3,Wednesday,19.39,4,1
CUST_122,Bangalore Central,3-5,Wednesday,10.49,5,0
CUST_123,Bangalore Central,10-12,Thursday,6.85,1,0
CUST_124,Bangalore Central,3-5,Wednesday,17.0,3,1
CUST_125,Bangalore East,10-12,Wednesday,6.07,3,1
CUST_126,Bangalore East,3-5,Thursday,28.17,2,1
CUST_127,Bangalore North,12-3,Wednesday,15.65,3,1
CUST_128,Bangalore South,3-5,Tuesday,14.32,1,0
CUST_129,Bangalore East,3-5,Monday,23.0,3,1
CUST_130,Bangalore East,10-12,Friday,23.24,1,1
CUST_131,Bangalore North,10-12,Monday,21.5,1,0
CUST_132,Bangalore North,12-3,Wednesday,24.23,1,1
CUST_133,Bangalore North,3-5,Friday,5.58,2,1
CUST_134,Bangalore Central,10-12,Tuesday,4.77,5,0
CUST_135,Bangalore North,3-5,Tuesday,10.73,5,1
CUST_136,Bangalore South,10-12,Monday,10.05,2,1
CUST_137,Bangalore South,12-3,Tuesday,21.38,5,1
CUST_138,Bangalore South,3-5,Monday,8.84,2,0
CUST_139,Bangalore Central,12-3,Friday,24.29,2,1
CUST_140,Bangalore South,10-12,Monday,25.03,5,0
CUST_141,Bangalore North,10-12,Friday,4.46,2,0
CUST_142,Bangalore South,10-12,Tuesday,1.97,1,0
CUST_143,Bangalore South,12-3,Friday,8.18,1,1
CUST_144,Bangalore South,3-5,Monday,24.55,1,0
CUST_145,Bangalore North,12-3,Tuesday,23.44,1,1
CUST_146,Bangalore North,10-12,Friday,5.69,3,1
CUST_147,Bangalore North,10-12,Friday,19.38,2,1
CUST_148,Bangalore Central,3-5,Monday,1.6,5,1
CUST_149,Bangalore North,10-12,Monday,28.36,1,0
CUST_150,Bangalore North,12-3,Wednesday,18.79,4,1
CUST_151,Bangalore North,10-12,Thursday,21.46,2,0
CUST_152,Bangalore East,3-5,Monday,10.57,2,0
CUST_153,Bangalore North,12-3,Monday,10.24,1,0
CUST_154,Bangalore North,3-5,Friday,14.49,1,0
CUST_155,Bangalore North,3-5,Monday,6.2,2,0
CUST_156,Bangalore Central,10-12,Friday,21.05,3,0
CUST_157,Bangalore North,10-12,Tuesday,16.05,2,0
CUST_158,Bangalore Central,3-5,Friday,1.69,1,0
CUST_159,Bangalore South,10-12,Tuesday,22.98,2,1
CUST_160,Bangalore South,12-3,Monday,27.11,2,0
CUST_161,Bangalore East,3-5,Tuesday,11.92,1,0
CUST_162,Bangalore North,12-3,Friday,13.46,2,0
CUST_163,Bangalore Central,12-3,Thursday,8.94,3,1
CUST_164,Bangalore Central,10-12,Wednesday,28.6,2,0
CUST_165,Bangalore Central,12-3,Monday,9.34,5,1
CUST_166,Bangalore East,10-12,Monday,28.72,2,0
CUST_167,Bangalore South,10-12,Friday,29.93,2,0
CUST_168,Bangalore Central,10-12,Wednesday,4.36,2,0
CUST_169,Bangalore Central,10-12,Monday,20.62,4,0
CUST_170,Bangalore South,10-12,Friday,22.5,1,0
CUST_171,Bangalore North,3-5,Tuesday,6.71,5,1
CUST_172,Bangalore East,3-5,Wednesday,1.83,3,0
CUST_173,Bangalore North,10-12,Monday,6.69,2,0
CUST_174,Bangalore North,10-12,Tuesday,12.08,3,0
CUST_175,Bangalore East,12-3,Wednesday,19.09,1,0
CUST_176,Bangalore East,10-12,Monday,29.04,3,0
CUST_177,Bangalore East,10-12,Thursday,21.67,1,1
CUST_178,Bangalore North,10-12,Friday,18.35,2,0
CUST_179,Bangalore East,3-5,Friday,23.14,2,1
CUST_180,Bangalore East,12-3,Monday,29.85,2,0
CUST_181,Bangalore Central,10-12,Thursday,2.67,2,1
CUST_182,Bangalore Central,12-3,Thursday,15.69,4,1
CUST_183,Bangalore South,3-5,Friday,14.34,2,1
CUST_184,Bangalore North,3-5,Wednesday,5.45,1,0
CUST_185,Bangalore South,12-3,Wednesday,11.14,2,0
CUST_186,Bangalore South,12-3,Friday,23.11,2,1
CUST_187,Bangalore East,3-5,Monday,7.86,5,0
CUST_188,Bangalore North,10-12,Wednesday,27.85,1,1
CUST_189,Bangalore North,3-5,Thursday,6.81,1,0
CUST_190,Bangalore North,3-5,Tuesday,15.61,2,1
CUST_191,Bangalore North,12-3,Friday,29.35,3,0
CUST_192,Bangalore East,10-12,Friday,28.45,2,0
CUST_193,Bangalore East,10-12,Monday,9.71,2,1
CUST_194,Bangalore South,3-5,Thursday,5.28,2,0
CUST_195,Bangalore South,12-3,Monday,13.58,2,1
CUST_196,Bangalore North,10-12,Wednesday,6.78,1,1
CUST_197,Bangalore South,3-5,Wednesday,2.02,3,0
CUST_198,Bangalore East,10-12,Monday,4.03,2,1
CUST_199,Bangalore East,3-5,Thursday,5.66,1,1
CUST_200,Bangalore North,10-12,Monday,28.18,1,0
CUST_201,Bangalore East,12-3,Tuesday,21.74,1,1
CUST_202,Bangalore Central,12-3,Monday,16.65,2,0
CUST_203,Bangalore East,10-12,Friday,25.06,1,0
CUST_204,Bangalore East,10-12,Wednesday,12.32,1,0
CUST_205,Bangalore North,3-5,Friday,19.12,2,0
CUST_206,Bangalore Central,10-12,Friday,8.55,1,1
CUST_207,Bangalore Central,10-12,Friday,22.86,4,1
CUST_208,Bangalore Central,3-5,Thursday,27.04,2,0
CUST_209,Bangalore Central,10-12,Thursday,14.07,1,0
CUST_210,Bangalore Central,12-3,Friday,20.87,4,1
CUST_211,Bangalore South,10-12,Friday,8.63,2,1
CUST_212,Bangalore Central,10-12,Friday,20.56,2,1
CUST_213,Bangalore East,3-5,Friday,10.89,2,0
CUST_214,Bangalore Central,10-12,Thursday,2.51,1,0
CUST_215,Bangalore East,12-3,Friday,10.5,1,0
CUST_216,Bangalore South,12-3,Wednesday,23.7,3,0
CUST_217,Bangalore East,12-3,Wednesday,16.85,2,1
CUST_218,Bangalore East,3-5,Wednesday,7.32,1,1
CUST_219,Bangalore South,10-12,Thursday,18.55,1,0
CUST_220,Bangalore Central,12-3,Thursday,14.99,1,1
CUST_221,Bangalore Central,10-12,Thursday,2.12,1,1
CUST_222,Bangalore North,3-5,Tuesday,9.75,1,1
CUST_223,Bangalore Central,10-12,Wednesday,26.35,1,0
CUST_224,Bangalore Central,3-5,Monday,4.52,2,1
CUST_225,Bangalore Central,3-5,Monday,22.52,1,1
CUST_226,Bangalore Central,3-5,Thursday,8.27,3,0
CUST_227,Bangalore Central,3-5,Tuesday,8.06,1,1
CUST_228,Bangalore South,12-3,Thursday,22.34,2,0
CUST_229,Bangalore South,12-3,Wednesday,17.78,1,1
CUST_230,Bangalore South,12-3,Wednesday,11.61,3,1
CUST_231,Bangalore East,12-3,Thursday,3.64,1,0
CUST_232,Bangalore North,3-5,Thursday,25.54,3,1
CUST_233,Bangalore Central,12-3,Monday,26.16,1,0
CUST_234,Bangalore East,10-12,Thursday,20.16,2,1
CUST_235,Bangalore North,10-12,Tuesday,6.68,3,0
CUST_236,Bangalore South,3-5,Thursday,20.81,1,0
CUST_237,Bangalore South,3-5,Tuesday,19.44,2,1
CUST_238,Bangalore North,3-5,Tuesday,19.14,2,0
CUST_239,Bangalore East,12-3,Friday,21.63,1,0
CUST_240,Bangalore Central,3-5,Monday,25.54,2,0
CUST_241,Bangalore East,10-12,Wednesday,16.93,1,1
CUST_242,Bangalore South,3-5,Monday,28.96,1,1
CUST_243,Bangalore North,3-5,Monday,4.11,1,0
CUST_244,Bangalore East,3-5,Wednesday,26.56,1,1
CUST_245,Bangalore South,12-3,Friday,8.94,1,0
CUST_246,Bangalore South,12-3,Friday,6.71,2,1
CUST_247,Bangalore South,12-3,Thursday,22.74,2,1
CUST_248,Bangalore North,3-5,Thursday,11.7,2,0
CUST_249,Bangalore Central,3-5,Thursday,5.31,2,1
CUST_250,Bangalore Central,3-5,Tuesday,21.06,2,1
CUST_251,Bangalore North,3-5,Monday,7.16,2,1
CUST_252,Bangalore South,12-3,Friday,13.96,2,1
CUST_253,Bangalore Central,12-3,Friday,8.64,1,1
CUST_254,Bangalore North,10-12,Monday,10.94,2,1
CUST_255,Bangalore Central,3-5,Thursday,19.68,2,0
CUST_256,Bangalore East,10-12,Monday,12.4,2,1
CUST_257,Bangalore South,12-3,Monday,12.71,3,1
CUST_258,Bangalore East,10-12,Tuesday,12.73,1,0
CUST_259,Bangalore North,10-12,Monday,29.03,2,0
CUST_260,Bangalore North,12-3,Friday,6.67,1,0
CUST_261,Bangalore Central,12-3,Monday,2.38,2,1
CUST_262,Bangalore North,12-3,Thursday,2.91,1,1
CUST_263,Bangalore Central,12-3,Tuesday,7.67,4,1
CUST_264,Bangalore East,12-3,Wednesday,18.1,1,1
CUST_265,Bangalore Central,10-12,Tuesday,26.02,2,0
CUST_266,Bangalore South,12-3,Wednesday,25.13,3,0
CUST_267,Bangalore Central,10-12,Tuesday,26.05,3,0
CUST_268,Bangalore East,10-12,Monday,20.38,1,1
CUST_269,Bangalore South,10-12,Monday,28.11,3,0
CUST_270,Bangalore North,3-5,Monday,23.99,3,0
CUST_271,Bangalore South,10-12,Thursday,26.08,2,0
CUST_272,Bangalore South,12-3,Tuesday,4.92,3,0
CUST_273,Bangalore North,10-12,Wednesday,21.74,3,1
CUST_274,Bangalore Central,12-3,Monday,14.16,1,0
CUST_275,Bangalore East,10-12,Monday,13.01,1,0
CUST_276,Bangalore Central,10-12,Friday,10.87,1,1
CUST_277,Bangalore Central,10-12,Thursday,10.36,1,1
CUST_278,Bangalore Central,12-3,Tuesday,22.42,4,1
CUST_279,Bangalore North,10-12,Monday,29.53,2,0
CUST_280,Bangalore North,12-3,Friday,25.07,2,0
CUST_281,Bangalore Central,12-3,Friday,15.81,1,0
CUST_282,Bangalore South,3-5,Thursday,15.98,1,1
CUST_283,Bangalore East,10-12,Wednesday,28.91,3,0
CUST_284,Bangalore North,10-12,Wednesday,13.34,2,1
CUST_285,Bangalore South,12-3,Monday,11.51,1,1
CUST_286,Bangalore East,10-12,Monday,25.46,3,1
CUST_287,Bangalore South,3-5,Thursday,28.13,3,1
CUST_288,Bangalore North,3-5,Monday,10.05,1,1
CUST_289,Bangalore Central,10-12,Thursday,18.02,2,1
CUST_290,Bangalore South,12-3,Tuesday,11.68,1,1
CUST_291,Bangalore South,3-5,Thursday,5.38,2,0
CUST_292,Bangalore East,3-5,Monday,27.98,2,0
CUST_293,Bangalore East,12-3,Tuesday,3.75,2,0
CUST_294,Bangalore South,12-3,Monday,26.62,1,1
CUST_295,Bangalore East,10-12,Monday,8.72,2,0
CUST_296,Bangalore South,10-12,Wednesday,25.71,2,1
CUST_297,Bangalore South,12-3,Friday,29.78,2,0
CUST_298,Bangalore South,10-12,Monday,21.38,3,0
CUST_299,Bangalore South,3-5,Tuesday,19.07,1,1
CUST_300,Bangalore North,3-5,Friday,8.16,1,0
CUST_301,Bangalore East,12-3,Tuesday,11.85,2,1
CUST_302,Bangalore South,3-5,Monday,17.43,4,1
CUST_303,Bangalore North,12-3,Thursday,29.24,1,0
CUST_304,Bangalore East,12-3,Monday,20.22,2,0
CUST_305,Bangalore North,10-12,Friday,25.9,1,0
CUST_306,Bangalore South,12-3,Monday,29.23,1,0
CUST_307,Bangalore South,10-12,Friday,15.94,1,0
CUST_308,Bangalore East,10-12,Friday,27.17,3,1
CUST_309,Bangalore North,10-12,Friday,24.65,2,0
CUST_310,Bangalore South,3-5,Wednesday,21.67,1,1
CUST_311,Bangalore Central,10-12,Wednesday,23.78,1,0
CUST_312,Bangalore Central,12-3,Friday,21.35,2,0
CUST_313,Bangalore East,3-5,Monday,11.9,2,1
CUST_314,Bangalore South,12-3,Friday,11.62,2,1
CUST_315,Bangalore Central,12-3,Tuesday,9.07,2,1
CUST_316,Bangalore North,10-12,Wednesday,14.52,3,1
CUST_317,Bangalore Central,12-3,Friday,15.1,1,0
CUST_318,Bangalore South,10-12,Wednesday,27.0,3,0
CUST_319,Bangalore South,10-12,Monday,16.58,3,0
CUST_320,Bangalore Central,3-5,Friday,1.63,5,1
CUST_321,Bangalore South,3-5,Tuesday,23.9,1,0
CUST_322,Bangalore South,12-3,Monday,7.97,2,0
CUST_323,Bangalore North,10-12,Tuesday,25.62,1,1
CUST_324,Bangalore South,12-3,Tuesday,27.78,2,1
CUST_325,Bangalore South,10-12,Wednesday,20.48,2,0
CUST_326,Bangalore East,3-5,Friday,16.22,3,0
CUST_327,Bangalore Central,10-12,Tuesday,9.8,1,0
CUST_328,Bangalore North,10-12,Friday,20.23,1,0
CUST_329,Bangalore East,10-12,Tuesday,28.82,1,0
CUST_330,Bangalore Central,3-5,Wednesday,20.41,1,1
CUST_331,Bangalore North,3-5,Wednesday,13.56,3,0
CUST_332,Bangalore North,3-5,Monday,29.23,3,1
CUST_333,Bangalore South,12-3,Friday,6.17,2,0
CUST_334,Bangalore North,12-3,Friday,15.61,3,1
CUST_335,Bangalore Central,3-5,Tuesday,8.64,4,1
CUST_336,Bangalore East,3-5,Tuesday,9.26,2,0
CUST_337,Bangalore East,10-12,Wednesday,18.46,1,0
CUST_338,Bangalore South,10-12,Tuesday,6.32,1,0
CUST_339,Bangalore North,12-3,Tuesday,2.71,2,1
CUST_340,Bangalore North,3-5,Friday,3.94,3,1
CUST_341,Bangalore East,12-3,Wednesday,8.59,1,1
CUST_342,Bangalore Central,12-3,Monday,29.75,1,0
CUST_343,Bangalore East,3-5,Tuesday,20.93,3,1
CUST_344,Bangalore South,12-3,Tuesday,10.56,3,0
CUST_345,Bangalore North,10-12,Thursday,6.66,1,1
CUST_346,Bangalore Central,12-3,Friday,10.75,2,0
CUST_347,Bangalore North,12-3,Monday,11.62,2,1
CUST_348,Bangalore East,12-3,Monday,26.46,2,0
CUST_349,Bangalore North,12-3,Tuesday,10.37,1,1
CUST_350,Bangalore East,3-5,Monday,3.9,1,0
CUST_351,Bangalore Central,12-3,Thursday,9.67,2,0
CUST_352,Bangalore East,10-12,Monday,14.94,1,0
CUST_353,Bangalore North,12-3,Wednesday,19.25,2,0
CUST_354,Bangalore East,12-3,Tuesday,6.14,1,0
CUST_355,Bangalore Central,3-5,Thursday,8.6,3,1
CUST_356,Bangalore South,3-5,Thursday,7.41,2,0
CUST_357,Bangalore North,10-12,Friday,15.76,2,1
CUST_358,Bangalore Central,10-12,Tuesday,23.19,1,0
CUST_359,Bangalore Central,12-3,Friday,29.78,1,1
CUST_360,Bangalore North,10-12,Wednesday,29.11,1,1
CUST_361,Bangalore North,3-5,Tuesday,26.53,2,0
CUST_362,Bangalore South,10-12,Tuesday,17.8,2,0
CUST_363,Bangalore Central,3-5,Tuesday,4.4,1,1
CUST_364,Bangalore North,10-12,Thursday,21.08,1,0
CUST_365,Bangalore East,3-5,Monday,1.15,3,1
CUST_366,Bangalore East,10-12,Tuesday,12.97,2,1
CUST_367,Bangalore South,3-5,Tuesday,8.11,3,1
CUST_368,Bangalore North,12-3,Tuesday,26.68,1,0
CUST_369,Bangalore North,10-12,Tuesday,24.4,2,1
CUST_370,Bangalore Central,3-5,Tuesday,4.19,1,0
CUST_371,Bangalore East,10-12,Wednesday,14.49,1,1
CUST_372,Bangalore South,3-5,Monday,9.9,2,1
CUST_373,Bangalore Central,3-5,Thursday,4.97,1,1
CUST_374,Bangalore South,3-5,Tuesday,1.79,3,0
CUST_375,Bangalore North,10-12,Wednesday,23.03,2,0
CUST_376,Bangalore North,3-5,Monday,2.61,5,1
CUST_377,Bangalore North,10-12,Monday,12.5,2,1
CUST_378,Bangalore South,3-5,Wednesday,7.19,1,0
CUST_379,Bangalore South,12-3,Thursday,19.22,3,0
CUST_380,Bangalore East,10-12,Wednesday,10.89,2,1
CUST_381,Bangalore North,3-5,Thursday,10.84,2,1
CUST_382,Bangalore North,12-3,Thursday,28.84,2,1
CUST_383,Bangalore North,10-12,Tuesday,17.19,2,0
CUST_384,Bangalore South,10-12,Friday,5.68,2,1
CUST_385,Bangalore Central,3-5,Thursday,28.3,1,1
CUST_386,Bangalore South,12-3,Wednesday,7.81,1,1
CUST_387,Bangalore North,10-12,Friday,29.44,1,0
CUST_388,Bangalore East,3-5,Monday,29.93,3,1
CUST_389,Bangalore East,10-12,Monday,15.05,2,1
CUST_390,Bangalore Central,10-12,Tuesday,12.41,2,0
CUST_391,Bangalore Central,10-12,Friday,22.04,2,0
CUST_392,Bangalore Central,3-5,Wednesday,17.92,1,1
CUST_393,Bangalore North,10-12,Thursday,1.56,2,1
CUST_394,Bangalore North,12-3,Thursday,13.82,1,1
CUST_395,Bangalore East,3-5,Monday,20.58,2,0
CUST_396,Bangalore Central,3-5,Thursday,13.05,1,0
CUST_397,Bangalore North,3-5,Wednesday,28.05,4,0
CUST_398,Bangalore South,12-3,Wednesday,25.7,4,1
CUST_399,Bangalore North,12-3,Friday,27.36,5,1
CUST_400,Bangalore North,3-5,Friday,6.12,3,1
CUST_401,Bangalore Central,3-5,Wednesday,27.14,1,0
CUST_402,Bangalore Central,12-3,Tuesday,12.9,4,1
CUST_403,Bangalore South,10-12,Friday,6.46,2,0
CUST_404,Bangalore South,3-5,Monday,13.24,2,0
CUST_405,Bangalore East,12-3,Wednesday,3.08,3,1
CUST_406,Bangalore North,12-3,Thursday,20.5,1,1
CUST_407,Bangalore South,10-12,Thursday,2.01,2,1
CUST_408,Bangalore South,10-12,Thursday,7.22,1,1
CUST_409,Bangalore East,3-5,Tuesday,3.41,2,0
CUST_410,Bangalore East,10-12,Monday,2.13,3,1
CUST_411,Bangalore South,3-5,Wednesday,25.82,1,1
CUST_412,Bangalore East,3-5,Friday,22.97,3,1
CUST_413,Bangalore Central,12-3,Friday,9.07,3,1
CUST_414,Bangalore South,12-3,Thursday,9.71,2,1
CUST_415,Bangalore North,3-5,Wednesday,5.17,4,1
CUST_416,Bangalore Central,12-3,Monday,19.43,1,0
CUST_417,Bangalore East,3-5,Monday,10.86,2,0
CUST_418,Bangalore East,3-5,Friday,29.6,2,0
CUST_419,Bangalore East,3-5,Thursday,8.05,1,1
CUST_420,Bangalore South,12-3,Tuesday,9.59,1,0
CUST_421,Bangalore North,12-3,Monday,29.59,1,1
CUST_422,Bangalore North,12-3,Monday,2.8,1,1
CUST_423,Bangalore Central,10-12,Tuesday,2.03,1,0
CUST_424,Bangalore North,10-12,Thursday,29.08,1,0
CUST_425,Bangalore North,3-5,Tuesday,7.82,2,1
CUST_426,Bangalore East,3-5,Tuesday,22.92,1,0
CUST_427,Bangalore South,12-3,Monday,29.42,1,1
CUST_428,Bangalore East,10-12,Thursday,3.34,1,1
CUST_429,Bangalore Central,3-5,Tuesday,28.37,1,0
CUST_430,Bangalore South,3-5,Thursday,22.81,3,1
CUST_431,Bangalore East,10-12,Tuesday,18.68,2,1
CUST_432,Bangalore North,12-3,Thursday,6.18,4,0
CUST_433,Bangalore North,10-12,Friday,9.18,2,1
CUST_434,Bangalore South,3-5,Tuesday,3.01,1,0
CUST_435,Bangalore North,10-12,Wednesday,22.79,1,1
CUST_436,Bangalore South,3-5,Friday,27.15,1,0
CUST_437,Bangalore East,3-5,Tuesday,22.78,1,0
CUST_438,Bangalore South,12-3,Friday,7.58,3,1
CUST_439,Bangalore South,3-5,Thursday,7.32,2,1
CUST_440,Bangalore East,10-12,Friday,7.96,2,0
CUST_441,Bangalore South,3-5,Wednesday,22.67,2,0
CUST_442,Bangalore Central,12-3,Tuesday,5.86,2,1
CUST_443,Bangalore Central,10-12,Monday,8.78,3,0
CUST_444,Bangalore North,3-5,Friday,14.75,1,1
CUST_445,Bangalore South,3-5,Tuesday,9.3,1,1
CUST_446,Bangalore East,12-3,Monday,6.96,2,0
CUST_447,Bangalore Central,10-12,Monday,15.97,2,0
CUST_448,Bangalore Central,10-12,Friday,10.29,1,0
CUST_449,Bangalore North,3-5,Thursday,15.17,2,1
CUST_450,Bangalore East,12-3,Monday,15.09,1,1
CUST_451,Bangalore North,10-12,Wednesday,23.73,4,1
CUST_452,Bangalore Central,3-5,Friday,26.85,2,1
CUST_453,Bangalore North,3-5,Thursday,9.17,2,1
CUST_454,Bangalore Central,12-3,Friday,4.94,2,0
CUST_455,Bangalore East,3-5,Friday,3.09,2,0
CUST_456,Bangalore Central,10-12,Friday,3.17,1,1
CUST_457,Bangalore South,3-5,Friday,29.23,3,1
CUST_458,Bangalore North,3-5,Monday,10.58,3,1
CUST_459,Bangalore North,10-12,Tuesday,20.39,1,1
