CUSTOMER ID,RECEIVER REGION,TIME SLOT,DAY,DISTANCE,NO OF TRIES,DELIVERY OUTCOME
CUST_218,Bangalore East,10-12,Tuesday,13.7,1,1
CUST_219,Bangalore South,3-5,Wednesday,8.29,2,0
CUST_220,Bangalore North,10-12,Monday,11.75,1,1
CUST_221,Bangalore East,3-5,Thursday,2.43,1,0
CUST_222,Bangalore South,3-5,Monday,3.46,2,0
CUST_223,Bangalore East,10-12,Wednesday,3.52,1,1
CUST_224,Bangalore East,10-12,Tuesday,13.68,3,0
CUST_225,Bangalore South,10-12,Wednesday,14.11,1,0
CUST_226,Bangalore South,3-5,Tuesday,12.95,2,0
CUST_227,Bangalore East,10-12,Friday,9.03,2,0
CUST_228,Bangalore East,10-12,Monday,1.13,1,1
CUST_229,Bangalore South,12-3,Wednesday,6.77,1,0
CUST_230,Bangalore North,12-3,Friday,1.6,2,0
CUST_231,Bangalore South,12-3,Wednesday,9.27,2,0
CUST_232,Bangalore North,12-3,Monday,1.81,2,1
CUST_233,Bangalore South,12-3,Monday,9.93,1,1
CUST_234,Bangalore Central,10-12,Monday,6.55,3,0
CUST_235,Bangalore Central,12-3,Wednesday,4.66,2,0
CUST_236,Bangalore South,3-5,Tuesday,10.25,2,0
CUST_237,Bangalore East,10-12,Tuesday,9.48,2,1
CUST_238,Bangalore South,12-3,Friday,1.45,2,1
CUST_239,Bangalore East,12-3,Monday,12.86,2,0
CUST_240,Bangalore South,3-5,Monday,9.61,2,0
CUST_241,Bangalore East,12-3,Thursday,5.64,1,0
CUST_242,Bangalore Central,3-5,Tuesday,14.34,2,1
CUST_243,Bangalore Central,3-5,Tuesday,12.71,1,0
CUST_244,Bangalore East,10-12,Thursday,14.5,2,0
CUST_245,Bangalore East,3-5,Monday,11.89,1,0
CUST_246,Bangalore North,10-12,Thursday,9.29,2,0
CUST_247,Bangalore North,12-3,Thursday,10.02,2,0
CUST_248,Bangalore South,3-5,Wednesday,7.83,2,0
CUST_249,Bangalore South,12-3,Wednesday,12.72,2,1
CUST_250,Bangalore South,12-3,Tuesday,3.15,2,1
CUST_251,Bangalore North,10-12,Tuesday,14.29,3,0
CUST_252,Bangalore North,12-3,Tuesday,11.3,1,0
CUST_253,Bangalore South,3-5,Tuesday,1.22,3,0
CUST_254,Bangalore North,10-12,Wednesday,4.71,3,0
CUST_255,Bangalore East,10-12,Friday,10.18,2,0
CUST_256,Bangalore Central,3-5,Tuesday,10.54,1,0
CUST_257,Bangalore South,12-3,Wednesday,8.8,2,1
CUST_258,Bangalore Central,10-12,Monday,5.52,1,1
CUST_259,Bangalore South,10-12,Friday,4.66,1,0
CUST_260,Bangalore East,12-3,Wednesday,3.28,2,0
CUST_261,Bangalore Central,10-12,Monday,7.05,2,0
CUST_262,Bangalore Central,10-12,Thursday,3.42,2,1
CUST_263,Bangalore North,3-5,Thursday,6.45,3,0
CUST_264,Bangalore North,12-3,Monday,6.95,1,0
CUST_265,Bangalore North,3-5,Thursday,2.27,3,1
CUST_266,Bangalore North,10-12,Wednesday,2.75,2,1
CUST_267,Bangalore Central,3-5,Tuesday,1.15,2,0
CUST_268,Bangalore South,3-5,Monday,8.73,2,1
CUST_269,Bangalore East,12-3,Thursday,3.28,2,1
CUST_270,Bangalore Central,10-12,Thursday,4.54,3,0
CUST_271,Bangalore South,12-3,Wednesday,6.67,2,0
CUST_272,Bangalore East,12-3,Thursday,2.01,2,1
CUST_273,Bangalore North,10-12,Tuesday,5.01,2,0
CUST_274,Bangalore North,12-3,Thursday,7.3,2,0
CUST_275,Bangalore Central,3-5,Monday,9.31,2,1
CUST_276,Bangalore North,12-3,Friday,6.54,3,1
CUST_277,Bangalore Central,12-3,Thursday,6.12,1,0
CUST_278,Bangalore South,10-12,Thursday,14.27,2,0
CUST_279,Bangalore South,3-5,Friday,11.7,1,1
CUST_280,Bangalore South,10-12,Thursday,9.56,3,0
CUST_281,Bangalore South,12-3,Monday,3.92,2,1
CUST_282,Bangalore East,3-5,Friday,5.92,2,0
CUST_283,Bangalore South,3-5,Tuesday,9.69,1,0
CUST_284,Bangalore South,3-5,Thursday,2.31,1,0
CUST_285,Bangalore Central,12-3,Wednesday,14.84,2,0
CUST_286,Bangalore South,12-3,Wednesday,1.55,2,1
CUST_287,Bangalore South,3-5,Friday,8.74,2,0
CUST_288,Bangalore South,12-3,Thursday,8.11,1,0
CUST_289,Bangalore North,12-3,Monday,1.45,1,0
CUST_290,Bangalore Central,12-3,Friday,8.99,2,1
CUST_291,Bangalore North,10-12,Thursday,9.66,2,1
CUST_292,Bangalore East,3-5,Tuesday,9.42,1,1
CUST_293,Bangalore South,10-12,Thursday,3.64,1,1
CUST_294,Bangalore South,12-3,Monday,3.62,2,1
CUST_295,Bangalore East,12-3,Thursday,3.62,1,1
CUST_296,Bangalore South,12-3,Tuesday,12.2,2,1
CUST_297,Bangalore East,3-5,Tuesday,14.34,1,1
CUST_298,Bangalore South,3-5,Thursday,11.55,1,0
CUST_299,Bangalore East,10-12,Monday,11.06,3,0
CUST_300,Bangalore Central,12-3,Wednesday,4.39,2,0
CUST_301,Bangalore North,3-5,Wednesday,4.76,2,1
CUST_302,Bangalore North,3-5,Thursday,7.84,2,0
CUST_303,Bangalore North,12-3,Tuesday,9.37,3,0
CUST_304,Bangalore Central,10-12,Tuesday,4.79,2,0
CUST_305,Bangalore North,12-3,Monday,4.62,3,0
CUST_306,Bangalore North,3-5,Monday,2.81,3,0
CUST_307,Bangalore North,10-12,Wednesday,10.15,1,0
CUST_308,Bangalore East,3-5,Tuesday,14.8,3,0
CUST_309,Bangalore North,12-3,Monday,4.16,2,0
CUST_310,Bangalore Central,3-5,Wednesday,4.79,2,0
CUST_311,Bangalore Central,10-12,Friday,2.42,2,1
CUST_312,Bangalore East,3-5,Monday,8.41,2,0
CUST_313,Bangalore Central,10-12,Friday,14.16,1,0
CUST_314,Bangalore Central,3-5,Friday,2.62,2,0
CUST_315,Bangalore North,12-3,Wednesday,4.97,2,0
CUST_316,Bangalore South,12-3,Friday,1.59,2,0
CUST_317,Bangalore East,10-12,Wednesday,1.49,1,0
CUST_318,Bangalore South,12-3,Monday,6.6,2,1
CUST_319,Bangalore South,10-12,Friday,13.17,2,0
CUST_320,Bangalore North,3-5,Monday,11.49,3,1
CUST_321,Bangalore East,12-3,Wednesday,3.15,1,1
CUST_322,Bangalore Central,12-3,Monday,9.22,1,1
CUST_323,Bangalore East,3-5,Thursday,5.33,2,1
CUST_324,Bangalore South,10-12,Friday,4.56,2,0
CUST_325,Bangalore South,3-5,Friday,4.37,2,1
CUST_326,Bangalore South,10-12,Friday,2.21,2,0
CUST_327,Bangalore Central,3-5,Friday,2.9,3,1
CUST_328,Bangalore Central,12-3,Tuesday,5.03,3,1
CUST_329,Bangalore South,12-3,Tuesday,8.93,3,0
CUST_330,Bangalore East,10-12,Friday,1.44,3,1
CUST_331,Bangalore East,12-3,Monday,3.57,2,1
CUST_332,Bangalore East,10-12,Thursday,12.88,2,0
CUST_333,Bangalore South,10-12,Wednesday,13.73,1,0
CUST_334,Bangalore East,12-3,Monday,10.17,1,1
CUST_335,Bangalore East,12-3,Tuesday,2.59,1,0
CUST_336,Bangalore South,10-12,Wednesday,4.16,2,1
CUST_337,Bangalore East,3-5,Wednesday,13.61,1,0
CUST_338,Bangalore South,12-3,Thursday,10.17,2,1
CUST_339,Bangalore East,10-12,Tuesday,13.89,2,1
CUST_340,Bangalore North,10-12,Friday,2.46,2,1
CUST_341,Bangalore South,3-5,Thursday,11.03,1,0
CUST_342,Bangalore Central,12-3,Thursday,14.35,3,1
CUST_343,Bangalore South,3-5,Wednesday,13.46,1,0
CUST_344,Bangalore East,12-3,Wednesday,3.91,2,1
CUST_345,Bangalore North,10-12,Thursday,14.85,3,0
CUST_346,Bangalore North,3-5,Monday,6.91,2,0
CUST_347,Bangalore East,3-5,Wednesday,3.94,3,1
CUST_348,Bangalore Central,3-5,Tuesday,5.93,2,0
CUST_349,Bangalore South,10-12,Monday,8.87,3,1
CUST_350,Bangalore North,12-3,Monday,10.73,2,0
CUST_351,Bangalore Central,3-5,Friday,2.08,2,0
CUST_352,Bangalore Central,12-3,Monday,6.91,2,0
CUST_353,Bangalore North,10-12,Monday,5.03,2,0
CUST_354,Bangalore North,3-5,Wednesday,13.75,1,1
CUST_355,Bangalore Central,12-3,Tuesday,6.33,2,0
CUST_356,Bangalore Central,3-5,Friday,5.76,2,1
CUST_357,Bangalore North,12-3,Monday,13.26,2,1
CUST_358,Bangalore Central,12-3,Friday,5.02,1,0
CUST_359,Bangalore Central,12-3,Monday,8.84,2,1
CUST_360,Bangalore East,10-12,Monday,4.88,3,1
CUST_361,Bangalore East,10-12,Tuesday,5.29,2,0
CUST_362,Bangalore South,12-3,Monday,10.55,2,0
CUST_363,Bangalore Central,3-5,Monday,11.19,2,1
CUST_364,Bangalore East,3-5,Thursday,11.91,3,0
CUST_365,Bangalore North,12-3,Monday,13.49,3,1
CUST_366,Bangalore South,12-3,Monday,2.51,2,1
CUST_367,Bangalore North,10-12,Tuesday,5.63,3,1
CUST_368,Bangalore South,12-3,Thursday,8.87,1,0
CUST_369,Bangalore East,12-3,Thursday,13.39,1,0
CUST_370,Bangalore North,10-12,Wednesday,8.43,1,0
CUST_371,Bangalore South,10-12,Tuesday,3.48,3,1
CUST_372,Bangalore South,12-3,Thursday,4.44,2,0
CUST_373,Bangalore Central,3-5,Monday,3.98,2,0
CUST_374,Bangalore East,12-3,Thursday,6.69,2,0
CUST_375,Bangalore East,3-5,Wednesday,12.76,2,1
CUST_376,Bangalore Central,10-12,Thursday,7.96,1,0
CUST_377,Bangalore North,10-12,Monday,8.27,2,0
CUST_378,Bangalore North,10-12,Friday,10.41,2,1
CUST_379,Bangalore South,12-3,Thursday,2.49,1,0
CUST_380,Bangalore South,3-5,Wednesday,11.08,2,0
CUST_381,Bangalore East,12-3,Monday,1.02,1,1
CUST_382,Bangalore North,12-3,Monday,1.71,2,0
CUST_383,Bangalore East,10-12,Wednesday,2.91,1,1
CUST_384,Bangalore North,10-12,Thursday,11.85,2,0
CUST_385,Bangalore South,10-12,Thursday,2.61,2,1
CUST_386,Bangalore North,12-3,Friday,9.83,2,0
CUST_387,Bangalore Central,12-3,Wednesday,11.58,2,0
CUST_388,Bangalore North,3-5,Thursday,7.66,2,0
CUST_389,Bangalore Central,12-3,Friday,9.73,1,0
CUST_390,Bangalore South,10-12,Tuesday,4.63,1,1
CUST_391,Bangalore South,12-3,Wednesday,10.59,2,0
CUST_392,Bangalore North,3-5,Monday,4.71,2,1
CUST_393,Bangalore North,3-5,Wednesday,13.38,2,0
CUST_394,Bangalore South,3-5,Tuesday,6.95,2,1
CUST_395,Bangalore Central,3-5,Wednesday,11.48,2,1
CUST_396,Bangalore North,3-5,Tuesday,4.88,2,0
CUST_397,Bangalore South,10-12,Wednesday,11.42,2,1
CUST_398,Bangalore East,3-5,Tuesday,9.14,2,1
CUST_399,Bangalore East,10-12,Friday,7.42,1,0
CUST_400,Bangalore Central,12-3,Friday,2.67,2,1
CUST_401,Bangalore Central,3-5,Monday,9.23,2,0
CUST_402,Bangalore North,3-5,Friday,14.91,1,0
CUST_403,Bangalore East,12-3,Wednesday,14.14,2,1
CUST_404,Bangalore South,10-12,Friday,2.06,2,1
CUST_405,Bangalore East,10-12,Wednesday,5.81,2,0
CUST_406,Bangalore Central,3-5,Friday,3.78,2,0
CUST_407,Bangalore South,10-12,Monday,8.07,2,1
CUST_408,Bangalore East,3-5,Monday,12.93,2,0
CUST_409,Bangalore East,12-3,Wednesday,13.04,3,0
CUST_410,Bangalore North,10-12,Friday,13.04,2,1
CUST_411,Bangalore East,10-12,Thursday,3.89,2,1
CUST_412,Bangalore South,12-3,Friday,4.93,2,1
CUST_413,Bangalore Central,3-5,Friday,7.4,1,0
CUST_414,Bangalore Central,10-12,Tuesday,10.6,2,1
CUST_415,Bangalore Central,12-3,Thursday,3.41,2,1
CUST_416,Bangalore South,3-5,Friday,9.57,1,0
CUST_417,Bangalore Central,12-3,Monday,7.17,3,0
CUST_418,Bangalore East,10-12,Monday,3.6,3,0
CUST_419,Bangalore East,3-5,Friday,5.2,1,1
CUST_420,Bangalore North,12-3,Thursday,13.58,3,1
CUST_421,Bangalore North,12-3,Thursday,2.54,3,1
CUST_422,Bangalore Central,3-5,Monday,10.74,2,1
CUST_423,Bangalore East,3-5,Friday,12.64,3,1
CUST_424,Bangalore East,10-12,Thursday,11.2,2,1
CUST_425,Bangalore East,10-12,Thursday,6.27,1,1
CUST_426,Bangalore Central,10-12,Thursday,2.75,2,1
CUST_427,Bangalore North,3-5,Wednesday,11.26,2,0
CUST_428,Bangalore East,10-12,Tuesday,6.65,2,1
CUST_429,Bangalore East,3-5,Tuesday,2.86,3,0
CUST_430,Bangalore North,10-12,Monday,4.87,1,0
CUST_431,Bangalore South,10-12,Friday,8.5,3,1
CUST_432,Bangalore Central,10-12,Tuesday,4.68,1,1
CUST_433,Bangalore East,3-5,Friday,9.68,2,0
CUST_434,Bangalore South,10-12,Friday,3.84,1,0
CUST_435,Bangalore South,12-3,Thursday,13.61,1,0
CUST_436,Bangalore East,10-12,Wednesday,3.96,2,1
CUST_437,Bangalore North,10-12,Wednesday,6.16,2,1
CUST_438,Bangalore South,10-12,Tuesday,5.93,1,0
CUST_439,Bangalore North,10-12,Friday,4.59,2,0
CUST_440,Bangalore North,12-3,Monday,9.46,2,0
CUST_441,Bangalore South,10-12,Wednesday,4.54,2,1
CUST_442,Bangalore North,3-5,Thursday,6.01,1,1
CUST_443,Bangalore East,10-12,Wednesday,2.07,2,0
CUST_444,Bangalore North,12-3,Wednesday,8.9,2,0
CUST_445,Bangalore North,3-5,Tuesday,12.98,3,0
CUST_446,Bangalore Central,10-12,Friday,1.34,2,0
CUST_447,Bangalore South,12-3,Thursday,12.37,2,0
CUST_448,Bangalore Central,12-3,Monday,14.49,3,0
CUST_449,Bangalore South,3-5,Tuesday,11.45,2,1
CUST_450,Bangalore Central,3-5,Thursday,6.01,2,0
CUST_451,Bangalore Central,10-12,Thursday,5.65,1,0
CUST_452,Bangalore Central,12-3,Thursday,1.58,1,0
CUST_453,Bangalore North,12-3,Wednesday,2.91,2,0
CUST_454,Bangalore Central,3-5,Monday,4.06,3,0
CUST_455,Bangalore North,12-3,Monday,8.21,2,0
CUST_456,Bangalore South,12-3,Tuesday,1.24,2,0
CUST_457,Bangalore East,10-12,Monday,2.03,1,0
CUST_458,Bangalore South,3-5,Friday,13.31,1,1
CUST_459,Bangalore Central,10-12,Monday,6.12,3,0
